pagehank,source
0.020114075236695,1
0.0037774593140490783,2
0.00070613775986575,3
0.004646794071595691,4
0.00034909357973384597,3414
0.0019045664108884217,6
0.007011005736366432,7
0.0006185941362236855,8
0.00034909357973384597,9
0.0008629615464473772,10
0.0028479695055267616,4107
0.0014365751135321269,13
0.00034909357973384597,2063
0.0005934609899575378,16
0.0019045664108884217,17
0.00034909357973384597,19
0.0004974989317225793,20
0.0015846011755477132,21
0.0018020048654330656,2070
0.001943133236372814,23
0.00034909357973384597,5480
0.012128212156843817,25
0.0009782431600226873,2076
0.0004023495183263213,29
0.0006654507609083268,2078
0.000645904283711313,2079
0.002660552642064376,2080
0.0022153208912917216,33
0.0011038037579797367,2082
0.006059549548395814,35
0.0037164600694988416,39
0.00034909357973384597,4136
0.0020880452545256295,41
0.0014766813888943025,4899
0.0006459042837113146,45
0.0007395249368920381,4144
0.0023106834443185832,51
0.00034909357973384597,4150
0.004427217604828667,57
0.002390709698354751,60
0.00034909357973384597,61
0.00070613775986575,62
0.0024089547584495055,64
0.00034909357973384597,4163
0.00034909357973384597,4164
0.006373284882278465,2118
0.00034909357973384597,71
0.00034909357973384597,4168
0.00231068344431858,5132
0.00978607699245417,4172
0.003719331245076466,2125
0.001080471942640501,2127
0.00034909357973384597,80
0.0006459042837113144,81
0.00034909357973384597,2132
0.0023106834443185798,4181
0.00034909357973384597,88
0.0006185941362236855,93
0.00039856203039675725,2142
0.001321889064451063,3429
0.00034909357973384597,2144
0.00034909357973384597,4112
0.0023106834443185763,1708
0.0004974989317225793,101
0.0023106834443185798,4198
0.0013292220347867918,104
0.0004974989317225793,109
0.0004232962557282125,2158
0.0023106834443185824,111
0.00034909357973384597,113
0.001786062536790337,2067
0.00034909357973384597,4212
0.0011135056196897534,2165
0.001011738437158363,119
0.0006459042837113142,4217
0.00034909357973384597,4219
0.0004023495183263213,2173
0.00034909357973384597,2174
0.000779266961290396,127
0.0013430446238066305,2176
0.000497498931722579,5824
0.00034909357973384597,4226
0.00034909357973384597,132
0.0004232962557282125,134
0.0017479064530341074,135
0.0007720888524989374,4235
0.001050895671979263,2188
0.00034909357973384597,4237
0.0007395249368920381,4238
0.0005874095519571256,143
0.005565025254445453,144
0.00034909357973384597,149
0.0007683117935549,2198
0.00034909357973384597,4121
0.0005903000740027025,2200
0.0009427149876887821,159
0.0006879658066405219,160
0.0010179182337860383,4257
0.0023106834443185806,710
0.0007857914313842013,2214
0.0012328403713501922,167
0.00034909357973384597,4266
0.0009727148307434856,178
0.0021611282450212156,2230
0.0023106834443185832,184
0.00034909357973384597,4281
0.00034909357973384597,2240
0.002310683444318578,2241
0.0006072641626330839,4098
0.004782301175876394,4291
0.0019045664108884217,197
0.0008510183714789946,198
0.0032245936010549194,200
0.0006459042837113142,201
0.0061295885580760455,202
0.00034909357973384597,4301
0.00034909357973384597,4304
0.00034909357973384597,4308
0.000645904283711313,2262
0.0020212105781874526,215
0.000497498931722579,2266
0.00034909357973384597,219
0.001495085823658489,223
0.00034909357973384597,224
0.00034909357973384597,4322
0.0004900609697024049,1403
0.0025407184680044503,230
0.00034909357973384597,2087
0.0006459042837113144,2284
0.00034909357973384597,237
0.0025486963468801375,241
0.0023106834443185815,242
0.0023378241687575505,245
0.0008289642308955523,2296
0.0014329110334001234,249
0.0005587675135976788,4348
0.00034909357973384597,2303
0.0006459042837113131,5464
0.002641602140694373,2305
0.0006072641626330841,4354
0.0005903000740027025,5163
0.0005587675135976788,4356
0.00034909357973384597,2311
0.0035711745593818164,2313
0.00034909357973384597,4365
0.002310683444318579,270
0.00034909357973384597,4141
0.00034909357973384597,4369
0.0006459042837113146,278
0.00034909357973384597,279
0.0023106834443185746,280
0.0010117384371583623,283
0.0007792669612903953,284
0.002310683444318583,2342
0.00034909357973384597,2344
0.0008654347455323235,4393
0.0011069808471251357,2347
0.0023106834443185793,300
0.001931028592561327,2349
0.000794217504533778,4400
0.000489323730199261,309
0.00034909357973384597,3465
0.00034909357973384597,313
0.00034909357973384597,4415
0.0023106834443185867,2370
0.00034909357973384597,4421
0.0023792159889450865,2377
0.00034909357973384597,330
0.00034909357973384597,1763
0.00034909357973384597,340
0.0010776390723878902,342
0.0014071338283119868,1765
0.00034909357973384597,353
0.0006459042837113131,2404
0.002871616038877239,4649
0.00034909357973384597,2409
0.00034909357973384597,4458
0.0008510183714789946,363
0.00042329625572821246,2419
0.0008781179141346831,2110
0.0009930136385616778,1769
0.0006459042837113138,2427
0.0006459042837113139,4482
0.0006459042837113133,2437
0.001984284531153802,2438
0.0008567574532463844,395
0.00034909357973384597,397
0.00034909357973384597,2451
0.00034909357973384597,410
0.0018373968081113444,415
0.0023106834443185798,418
0.0007430873022927982,4515
0.00034909357973384597,2470
0.00034909357973384597,4519
0.00034909357973384597,2472
0.0011541100402252015,425
0.00039856203039675725,4522
0.00034909357973384597,4524
0.00034909357973384597,4531
0.0006459042837113131,2484
0.001401423818332769,2485
0.00034909357973384597,3487
0.0023106834443185754,2495
0.0005874095519571256,448
0.000765771926853701,4546
0.0023106834443185854,451
0.00034909357973384597,4549
0.00034909357973384597,4553
0.00034909357973384597,2507
0.0009427149876887812,4559
0.00034909357973384597,2512
0.001011738437158362,465
0.00034909357973384597,2516
0.0004974989317225793,4569
0.00034909357973384597,2523
0.00034909357973384597,4573
0.00034909357973384597,2128
0.00034909357973384597,4579
0.0006459042837113137,484
0.00034909357973384597,486
0.002310683444318585,489
0.0006185941362236855,490
0.0008765193835697929,492
0.0004023495183263213,493
0.00034909357973384597,4590
0.000645904283711314,2543
0.00034909357973384597,4592
0.00034909357973384597,4594
0.0023106834443185863,499
0.0007643544611694602,2548
0.00034909357973384597,2549
0.00034909357973384597,4521
0.0006459042837113143,4604
0.00034909357973384597,2540
0.0005874095519571256,3157
0.00034909357973384597,4609
0.0017091528647622627,4611
0.00034909357973384597,4612
0.002186532796279475,2566
0.004329312135774763,2567
0.004339385130070979,2568
0.00034909357973384597,2569
0.0004675437571919916,2570
0.0005859939346501375,2571
0.0023106834443185806,5759
0.000981741539953429,2574
0.0009769688669789727,5473
0.002310683444318586,529
0.000497498931722579,530
0.00034909357973384597,533
0.0005903000740027034,534
0.0004023495183263213,535
0.0004974989317225793,2585
0.0012394335604999794,4635
0.0007344005751899371,540
0.000590300074002704,4639
0.00034909357973384597,2592
0.0006459042837113131,545
0.0008871107779801695,546
0.0023106834443185854,547
0.00051668763584649,548
0.00044803048105966815,4646
0.0004974989317225793,2601
0.0006459042837113138,554
0.00034909357973384597,2603
0.00039856203039675725,4654
0.00095466951315582,4659
0.0005115194393656488,4661
0.000645904283711314,566
0.00034909357973384597,2825
0.00034909357973384597,2616
0.0023106834443185832,570
0.002310683444318583,571
0.0023106834443185854,769
0.0005455216265210938,4669
0.0005605912161163927,2622
0.0010372370357052323,2623
0.00034909357973384597,576
0.003112953389084461,2625
0.0006965315256815065,2628
0.00034909357973384597,581
0.0006965315256815065,2631
0.0005744262444682737,2632
0.0007370973681337388,2633
0.0004675437571919916,2634
0.004485189574406023,2635
0.00034909357973384597,588
0.00034909357973384597,2637
0.0006236835005102051,593
0.009620837707382252,2642
0.00034909357973384597,2644
0.0011155314568073325,4694
0.0068305332955429,2647
0.00034909357973384597,602
0.0006459042837113141,605
0.0005166876358464893,606
0.005368719153659241,361
0.0004402866641562708,2657
0.000497498931722579,610
0.00034909357973384597,2659
0.0006459042837113144,2661
0.00034909357973384597,2665
0.0004675437571919916,2666
0.0004402866641562708,2669
0.0005362699356736493,2670
0.003358363152166989,623
0.0013250482136375238,2672
0.0006459042837113131,2674
0.00034909357973384597,2675
0.00034909357973384597,628
0.00034909357973384597,2678
0.0007896638352466074,2680
0.00034909357973384597,4729
0.0007651555348842472,2682
0.0018338780189045437,2683
0.00034909357973384597,636
0.0011290424247066338,2685
0.0023106834443185824,2686
0.0004974989317225793,4735
0.0006459042837113139,2688
0.00034909357973384597,2693
0.0023106834443185845,650
0.0023106834443185845,651
0.001282780435592526,2700
0.0012370874669803806,2498
0.0023106834443185798,4205
0.0023106834443185793,4753
0.00034909357973384597,660
0.00034909357973384597,2711
0.00034909357973384597,5614
0.00034909357973384597,4698
0.00034909357973384597,2720
0.00044803048105966815,2721
0.00034909357973384597,977
0.0005887719906141312,1318
0.0007857914313842013,2725
0.0033583631521669883,678
0.0008129490965862548,2733
0.00034909357973384597,687
0.00034909357973384597,2738
0.00034909357973384597,691
0.00034909357973384597,4791
0.00034909357973384597,5956
0.0011918319248329114,708
0.002310683444318584,2758
0.0010879894464527896,2763
0.00034909357973384597,4812
0.0032245936010549185,717
0.002310683444318587,720
0.00034909357973384597,721
0.00034909357973384597,2770
0.002310683444318588,2771
0.0009423532714169569,4823
0.0007342267604109784,4824
0.0006459042837113131,2777
0.0009427149876887819,732
0.0006459042837113138,733
0.0006459042837113138,2782
0.00034909357973384597,2784
0.00180254605991267,4833
0.00034909357973384597,2786
0.00034909357973384597,2788
0.00034909357973384597,747
0.00034909357973384597,753
0.0006459042837113141,4855
0.00034909357973384597,760
0.00034909357973384597,468
0.00034909357973384597,2812
0.0023106834443185837,768
0.00034909357973384597,2817
0.0010324113308093235,770
0.00034909357973384597,2821
0.00095466951315582,2822
0.0012898949554818783,775
0.002310683444318579,777
0.00034909357973384597,778
0.002310683444318584,780
0.00034909357973384597,4615
0.00034909357973384597,786
0.0005161383926087876,2835
0.0007792669612903944,4884
0.0004974989317225795,2838
0.0006459042837113132,1839
0.002773390869384309,801
0.0004531664787918392,475
0.00034909357973384597,4900
0.00034909357973384597,2859
0.002310683444318586,814
0.00034909357973384597,2823
0.00034909357973384597,2866
0.00034909357973384597,2073
0.0010117384371583626,4918
0.001115210724578669,823
0.0004900609697024049,4119
0.00034909357973384597,4921
0.0006459042837113135,4925
0.003459153635167784,832
0.0006459042837113133,5415
0.0007792669612903944,5259
0.00034909357973384597,2884
0.002310683444318583,2870
0.002506520451133673,481
0.0006459042837113138,840
0.0006274630200960734,5602
0.002310683444318589,847
0.0006459042837113135,2896
0.00034909357973384597,824
0.0018002674280329155,3214
0.002999258573929212,2903
0.0007540849680017968,856
0.00034909357973384597,2905
0.00034909357973384597,4240
0.0005362699356736487,5606
0.00034909357973384597,2918
0.002200073925770957,882
0.0007353448695387886,2934
0.00034909357973384597,3903
0.00034909357973384597,2940
0.0023166894800786177,2942
0.00034909357973384597,4245
0.0006459042837113133,896
0.00034909357973384597,899
0.000645904283711314,2953
0.0030768255804495726,3223
0.005470965143044129,908
0.0007884172162062733,911
0.00034909357973384597,2961
0.0007353448695387886,2962
0.0023106834443185824,5955
0.0006459042837113135,5013
0.00034909357973384597,2966
0.00034909357973384597,5015
0.0027621125312158328,920
0.0005903000740027025,921
0.0007884172162062737,922
0.0016847417476324495,923
0.00046205098870273745,4668
0.00034909357973384597,5025
0.00034909357973384597,5027
0.000645904283711314,5028
0.0033583631521669874,5029
0.0023106834443185837,5030
0.00034909357973384597,935
0.00322459360105492,5032
0.00034909357973384597,5036
0.0023106834443185806,5618
0.00034909357973384597,2992
0.0008982734212865609,5960
0.002310683444318574,5619
0.00034909357973384597,950
0.0013586062934289043,500
0.00034909357973384597,3003
0.0005903000740027034,959
0.00034909357973384597,3237
0.00034909357973384597,3010
0.0007857914313842013,3416
0.00034909357973384597,2828
0.000606435911418873,3757
0.0028757331319232385,3018
0.00034909357973384597,4806
0.0005163554509076216,3025
0.0006459042837113138,3027
0.0006459042837113131,5612
0.0006459042837113138,5080
0.000779266961290394,5284
0.0018544436854464957,988
0.0006459042837113138,5086
0.0011833562826684939,4261
0.00034909357973384597,3045
0.0012442099130263314,2897
0.00034909357973384597,5096
0.0004974989317225792,3239
0.00034909357973384597,3056
0.00034909357973384597,1012
0.0032036025279061626,1013
0.002310683444318586,1014
0.007559324150170573,1018
0.00034909357973384597,1023
0.00034909357973384597,1024
0.00034909357973384597,1026
0.00034909357973384597,1027
0.00034909357973384597,5129
0.00034909357973384597,3084
0.0005903000740027025,1037
0.0007201069597056799,3086
0.00034909357973384597,4681
0.0012087175138533483,5422
0.00034909357973384597,3092
0.0004232962557282125,1046
0.00034909357973384597,3099
0.002310683444318582,518
0.0006459042837113137,5297
0.0023106834443185837,1065
0.001162884790986014,5162
0.00034909357973384597,3591
0.000497498931722579,1068
0.0006459042837113135,3119
0.00034909357973384597,520
0.00034909357973384597,1074
0.000645904283711314,1076
0.0013174769360415383,3125
0.0012488510506620464,3129
0.0023106834443185863,1084
0.0006459042837113138,523
0.0018597161259726854,1092
0.0020829966409549247,1094
0.00034909357973384597,1095
0.00034909357973384597,5193
0.0004974989317225792,1098
0.002310683444318584,1100
0.0004974989317225793,5200
0.0007720888524989383,5201
0.001005574514934059,5202
0.0012041248511965952,5203
0.0004974989317225793,5204
0.00034909357973384597,1109
0.00034909357973384597,3161
0.0019275245399978976,5212
0.002310683444318583,1119
0.0006459042837113129,3168
0.0023106834443185824,1121
0.0005166876358464893,1122
0.00034909357973384597,1125
0.0023106834443185837,5649
0.0006459042837113142,5227
0.002310683444318588,1133
0.00034909357973384597,5234
0.00034909357973384597,1139
0.0006459042837113133,1140
0.0012442099130263301,5237
0.00034909357973384597,3190
0.0014071422485355159,5239
0.0009473992090488628,5240
0.00034909357973384597,3197
0.0006574766698754091,3198
0.00034909357973384597,5221
0.0006459042837113142,192
0.00034909357973384597,3203
0.0004531664787918396,3208
0.00034909357973384597,3211
0.0005903000740027025,1166
0.00034909357973384597,3218
0.0051107038590482105,3219
0.0023106834443185897,1174
0.0007395249368920381,537
0.005696561150944541,1185
0.00034909357973384597,3236
0.0012058141497763165,2246
0.00034909357973384597,585
0.0009423532714169569,1191
0.0023106834443185854,1196
0.0016617795407853917,3246
0.00044028666415627074,5661
0.005508024182205237,1201
0.001460595694818361,5299
0.0008044918840835394,1204
0.0009727148307434856,1207
0.0005903000740027025,722
0.003233784562356927,3260
0.00034909357973384597,5309
0.00034909357973384597,3264
0.003375612478901687,1217
0.00034909357973384597,3276
0.00034909357973384597,3278
0.00034909357973384597,1232
0.0021611282450212156,3281
0.00034909357973384597,3287
0.0014770250790008392,3293
0.00070613775986575,5929
0.0026761767240702163,1257
0.0008510183714789946,1260
0.0005903000740027025,1261
0.0008510183714789946,1267
0.0012344549677509612,1268
0.0005166876358464893,894
0.0006459042837113138,1271
0.00034909357973384597,4591
0.002310683444318588,1277
0.00034909357973384597,1285
0.0009427149876887814,5384
0.0006459042837113131,1290
0.0023106834443185876,1291
0.00034909357973384597,3345
0.00034909357973384597,5399
0.00034909357973384597,5403
0.0010202914251520793,5404
0.00034909357973384597,3363
0.001407511909052857,1316
0.000489323730199261,1317
0.0006459042837113135,3366
0.0008982734212865624,3367
0.00034909357973384597,5420
0.00051668763584649,1326
0.0005903000740027025,1328
0.0028686644427488583,3377
0.0035602190057433584,1334
0.0029416262034100975,905
0.00034909357973384597,5433
0.00044803048105966794,1340
0.0019859844450020796,3389
0.0023106834443185863,5438
0.0006459042837113131,5439
0.0010117384371583628,4320
0.0004023495183263213,3394
0.00034909357973384597,3395
0.00034909357973384597,3397
0.0009568644228877375,1352
0.000623072170204707,1354
0.00044803048105966815,4663
0.0006459042837113139,3404
0.0023106834443185845,1358
0.0004023495183263213,3408
0.00034909357973384597,4664
0.002310683444318577,5458
0.002971904820273986,1363
0.000889600161410714,1366
0.0006459042837113135,1368
0.00039856203039675725,4666
0.0009769688669789727,5472
0.0010911203396775145,4197
0.00046205098870273745,4667
0.0006459042837113133,5476
0.00034909357973384597,1381
0.0004974989317225795,1383
0.00034909357973384597,1384
0.00034909357973384597,1385
0.003664340413666368,1386
0.00034909357973384597,5489
0.00034909357973384597,1394
0.0023106834443185854,5492
0.0013356357282775155,1396
0.0004974989317225793,3445
0.00034909357973384597,5353
0.0006459042837113133,3451
0.0006459042837113135,3452
0.00034909357973384597,3456
0.0008982734212865615,5506
0.0023106834443185845,5507
0.0011397644095546586,5014
0.00034909357973384597,3308
0.0011200794084163784,1752
0.0005362699356736487,3470
0.0006459042837113133,5521
0.002310683444318589,5522
0.00034909357973384597,5524
0.00034909357973384597,5615
0.0023106834443185832,3483
0.002310683444318586,3484
0.006187683370999155,1437
0.0006965315256815065,2629
0.0008781179141346831,3488
0.00034909357973384597,3489
0.0006072641626330852,3490
0.002671146916223052,1948
0.00034909357973384597,3498
0.0007344005751899369,3500
0.00034909357973384597,5549
0.0006459042837113144,5551
0.0008510183714789951,3504
0.00034909357973384597,4680
0.00034909357973384597,3511
0.00034909357973384597,5560
0.0023106834443185867,5568
0.0008044918840835394,1473
0.0006459042837113144,587
0.00034909357973384597,3525
0.00034909357973384597,1478
0.0019621934322461804,3527
0.00034909357973384597,1487
0.0006459042837113135,4988
0.00034909357973384597,3539
0.0011309721121539023,1492
0.002310683444318572,5590
0.00039856203039675725,3545
0.00034909357973384597,3547
0.0004974989317225793,1501
0.00034909357973384597,5598
0.003963013343795759,3552
0.00034909357973384597,3553
0.00034909357973384597,3554
0.0004974989317225793,3555
0.00034909357973384597,3556
0.00034909357973384597,3558
0.00034909357973384597,5609
0.0005227358454801048,3562
0.00040845572052933905,3563
0.0004084557205293391,3564
0.00040845572052933905,3565
0.00040845572052933905,3566
0.00046485509023135155,3567
0.00046485509023135155,3569
0.00034909357973384597,3570
0.00034909357973384597,3571
0.00034909357973384597,3572
0.0006650278235455432,5622
0.0006274630200960734,5623
0.00034909357973384597,1528
0.0006270899218310896,1529
0.00034909357973384597,5717
0.0006459042837113141,256
0.00034909357973384597,5636
0.00034909357973384597,1541
0.001561999948322833,1543
0.0006459042837113138,1545
0.00034909357973384597,5719
0.00034909357973384597,1550
0.00034909357973384597,5648
0.00044803048105966815,5720
0.0020137068025921135,1555
0.0007792669612903946,1556
0.00034909357973384597,5655
0.002282795148979547,3598
0.00034909357973384597,4015
0.00034909357973384597,1565
0.0030280493860040864,1566
0.00034909357973384597,3615
0.00034909357973384597,1568
0.00034909357973384597,5235
0.00034909357973384597,1572
0.0023824732136970015,257
0.00371133959812392,3630
0.00034909357973384597,1585
0.00034909357973384597,1630
0.0006459042837113131,1591
0.0018331470996211848,3642
0.001572887546988242,2167
0.00034909357973384597,3646
0.0006459042837113133,1600
0.0022879190849939978,3649
0.0023106834443185906,5046
0.0004531664787918396,3655
0.00034909357973384597,3660
0.0006459042837113138,2658
0.00034909357973384597,5441
0.003795830693659051,1615
0.0008982734212865609,5712
0.00034909357973384597,3665
0.0007629804347729457,4707
0.0008510183714789959,1620
0.0009427149876887801,3669
0.0005166876358464893,953
0.0006459042837113146,1624
0.00034909357973384597,5732
0.00034909357973384597,4367
0.00034909357973384597,1629
0.00034909357973384597,3678
0.00034909357973384597,1631
0.0015363363956437143,5729
0.00034909357973384597,5730
0.00034909357973384597,5731
0.00034909357973384597,4828
0.0006072641626330839,3689
0.0006459042837113138,1643
0.00034909357973384597,5442
0.00034909357973384597,3695
0.00034909357973384597,1648
0.0004974989317225793,3699
0.003246302800797589,1656
0.00034909357973384597,1657
0.0006459042837113133,3707
0.00034909357973384597,1662
0.0006459042837113133,1663
0.0023106834443185884,5761
0.0010117384371583626,3714
0.0023106834443185867,5763
0.0036644889313770094,1669
0.0004023495183263213,1670
0.0013068685312474305,3719
0.0006072641626330856,3723
0.00044803048105966826,3724
0.0007792669612903942,3725
0.0006459042837113131,3731
0.00034909357973384597,3732
0.00034909357973384597,1685
0.0008982734212865628,3734
0.003267732168845599,3735
0.0004023495183263213,3736
0.00039856203039675725,1689
0.0014918948292414963,1690
0.0005886920161450039,2671
0.00044803048105966815,4662
0.0005201426497004606,5790
0.00034909357973384597,5791
0.0012526335362653413,3744
0.00034909357973384597,3746
0.002310683444318592,1700
0.0014431861117586231,1701
0.0023106834443185867,5798
0.0006440718106472367,3756
0.0004531664787918392,626
0.00044028666415627074,5806
0.0004512206811739255,3759
0.0004023495183263213,3760
0.00034909357973384597,1719
0.0006459042837113138,2676
0.00034909357973384597,3776
0.0006459042837113131,5826
0.002035039583347333,1731
0.0004531664787918396,3781
0.00034909357973384597,3785
0.0014013060134321846,1743
0.0006459042837113142,1744
0.00034909357973384597,3704
0.001570866567113382,5411
0.0006459042837113129,5845
0.00034909357973384597,3800
0.00034909357973384597,3804
0.00034909357973384597,1759
0.0007943096357000472,635
0.0009427149876887827,1764
0.0006459042837113135,3813
0.00034909357973384597,4353
0.002310683444318592,3815
0.00034909357973384597,3816
0.0007651555348842472,2684
0.001052445836017054,1771
0.0004974989317225795,3820
0.00034909357973384597,1774
0.0011601737959406327,4733
0.002310683444318587,1779
0.0006459042837113144,3828
0.00034909357973384597,3829
0.002310683444318587,1787
0.0009365792286430817,3837
0.00034909357973384597,5890
0.0023106834443185854,4395
0.0006459042837113135,3333
0.0023106834443185915,5896
0.0023106834443185884,4396
0.0004974989317225795,1802
0.00034909357973384597,5899
0.00044028666415627074,5762
0.003732878571254871,1810
0.0007943820567078926,3859
0.0016221083147079534,3861
0.00034909357973384597,1815
0.00034909357973384597,1819
0.00034909357973384597,5413
0.0020282759923753745,304
0.00034909357973384597,3875
0.0005201426497004606,3876
0.00034909357973384597,1829
0.0007499771827693067,3878
0.00095466951315582,1832
0.00034909357973384597,3881
0.00034909357973384597,3887
0.0004531664787918396,3888
0.0007943820567078926,1846
0.00034909357973384597,2699
0.00034909357973384597,3896
0.0031939098117636637,3897
0.0006072641626330856,3898
0.0006459042837113129,1855
0.0004974989317225794,1675
0.0018746945461224644,1860
0.002310683444318592,5958
0.00034909357973384597,4631
0.00034909357973384597,5963
0.00034909357973384597,3917
0.000645904283711314,5971
0.0005993974831640256,1877
0.00034909357973384597,1878
0.0006459042837113129,5859
0.00034909357973384597,3928
0.0007598190734840197,997
0.001479290734745308,1896
0.0016063312044710721,1899
0.00034909357973384597,5999
0.000645904283711314,3957
0.00034909357973384597,3972
0.00034909357973384597,3973
0.002310683444318592,3974
0.0006459042837113135,3975
0.000898273421286562,3976
0.0023106834443185806,1933
0.0023106834443185832,3982
0.0006459042837113133,3986
0.00034909357973384597,3987
0.0006459042837113133,3990
0.000645904283711314,1947
0.00518085676999546,3996
0.0006459042837113146,3738
0.003946040395675005,1953
0.00034909357973384597,4004
0.0006459042837113129,1957
0.0006459042837113131,4007
0.0023106834443185867,5788
0.0004023495183263213,1967
0.00034909357973384597,5862
0.00034909357973384597,4029
0.00034909357973384597,4030
0.00034909357973384597,1984
0.0004531664787918396,4035
0.00044803048105966826,4036
0.00034909357973384597,4038
0.00034909357973384597,1995
0.001570866567113382,4499
0.00034909357973384597,4047
0.00034909357973384597,4052
0.00034909357973384597,4054
0.0006459042837113133,3748
0.00034909357973384597,4059
0.0005874095519571256,2013
0.00034909357973384597,2014
0.0011950841252640293,1840
0.0007353448695387886,2017
0.00034909357973384597,2019
0.00034909357973384597,2726
0.00034909357973384597,2026
0.0006459042837113133,4075
0.003594966862289987,2028
0.0006459042837113133,4080
0.0006459042837113133,2040
0.0007868716736798721,2388
0.0021946649081141484,2045
